time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-27 00:00:00+00:00,2.0,1.0,771,26
2024-08-28 00:00:00+00:00,,,433,17
2024-08-29 00:00:00+00:00,,,842,30
2024-08-30 00:00:00+00:00,3.0,2.0,617,29
2024-08-31 00:00:00+00:00,,,1587,45
2024-09-01 00:00:00+00:00,,,1558,33
2024-09-02 00:00:00+00:00,2.0,2.0,283,8
2024-09-03 00:00:00+00:00,,,442,11
2024-09-04 00:00:00+00:00,,,563,18
2024-09-05 00:00:00+00:00,2.0,2.0,229,12
2024-09-06 00:00:00+00:00,,,47,8
2024-09-07 00:00:00+00:00,1.0,1.0,141,6
2024-09-08 00:00:00+00:00,,,163,9
2024-09-09 00:00:00+00:00,,,118,12
