time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-28 00:00:00+00:00,2.0,2.0,1,1
2024-01-29 00:00:00+00:00,3.0,3.0,38,11
2024-01-30 00:00:00+00:00,4.0,3.0,52,15
2024-01-31 00:00:00+00:00,2.0,2.0,66,10
2024-02-01 00:00:00+00:00,2.0,2.0,26,12
2024-02-02 00:00:00+00:00,3.0,3.0,67,10
2024-02-03 00:00:00+00:00,2.0,2.0,28,10
2024-02-04 00:00:00+00:00,2.0,2.0,36,10
2024-02-05 00:00:00+00:00,3.0,3.0,110,11
2024-02-06 00:00:00+00:00,2.0,2.0,18,3
2024-02-07 00:00:00+00:00,4.0,3.0,47,11
2024-02-08 00:00:00+00:00,2.0,2.0,5,4
2024-02-09 00:00:00+00:00,3.0,3.0,34,8
2024-02-10 00:00:00+00:00,,,24,5
