time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-23 00:00:00+00:00,4.0,4.0,337,54
2023-10-24 00:00:00+00:00,2.0,2.0,351,26
2023-10-25 00:00:00+00:00,3.0,3.0,201,35
2023-10-26 00:00:00+00:00,3.0,2.0,314,44
2023-10-27 00:00:00+00:00,14.0,9.0,740,52
2023-10-28 00:00:00+00:00,6.0,5.0,1248,38
2023-10-29 00:00:00+00:00,6.0,5.0,965,48
2023-10-30 00:00:00+00:00,5.0,5.0,1127,65
2023-10-31 00:00:00+00:00,2.0,2.0,1174,73
2023-11-01 00:00:00+00:00,,,936,63
2023-11-02 00:00:00+00:00,1.0,1.0,2761,156
2023-11-03 00:00:00+00:00,23.0,16.0,7072,272
2023-11-04 00:00:00+00:00,2.0,2.0,8173,234
2023-11-05 00:00:00+00:00,,,6367,250
