time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-07 00:00:00+00:00,1.0,1.0,5,4
2025-04-08 00:00:00+00:00,2.0,2.0,96,13
2025-04-09 00:00:00+00:00,5.0,2.0,44,7
2025-04-10 00:00:00+00:00,1.0,1.0,14,4
2025-04-11 00:00:00+00:00,5.0,3.0,3,1
2025-04-12 00:00:00+00:00,5.0,2.0,16,4
2025-04-13 00:00:00+00:00,5.0,2.0,10,4
2025-04-14 00:00:00+00:00,6.0,4.0,124,6
2025-04-15 00:00:00+00:00,6.0,3.0,295,6
2025-04-16 00:00:00+00:00,6.0,3.0,97,6
2025-04-17 00:00:00+00:00,1.0,1.0,162,5
2025-04-18 00:00:00+00:00,6.0,3.0,240,17
2025-04-19 00:00:00+00:00,5.0,3.0,24,5
2025-04-20 00:00:00+00:00,,,6,4
