time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-29 00:00:00+00:00,4,2,16,15
2025-04-30 00:00:00+00:00,5,2,12,7
2025-05-01 00:00:00+00:00,1,1,5,1
2025-05-02 00:00:00+00:00,4,2,5,5
2025-05-03 00:00:00+00:00,5,3,4,4
2025-05-04 00:00:00+00:00,5,2,19,5
2025-05-05 00:00:00+00:00,1,1,2,2
2025-05-06 00:00:00+00:00,5,2,14,6
2025-05-07 00:00:00+00:00,4,2,2,1
2025-05-08 00:00:00+00:00,1,1,10,3
2025-05-09 00:00:00+00:00,2,2,1,1
2025-05-10 00:00:00+00:00,5,2,1,1
2025-05-11 00:00:00+00:00,6,3,1,1
